"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.762307342E3,4.490898886E1,2.046692097E1,7.565661829E1,1.200870972E2,2.072999954E1,2.498999939E2,2.663399595E1,3.813370228E0,2.500000000E0,3.200000000E1
4.763306337E3,4.490892461E1,2.046667345E1,7.575323469E1,1.201839600E2,2.087000084E1,2.498000031E2,2.665429413E1,3.813906193E0,2.500000000E0,3.100000000E1
4.764313342E3,4.490886122E1,2.046643174E1,7.591614081E1,1.203471069E2,2.103000069E1,2.498000031E2,2.667608704E1,3.808329344E0,2.500000000E0,3.200000000E1
4.765311342E3,4.490879407E1,2.046617176E1,7.597111892E1,1.204023438E2,2.113999939E1,2.500000000E2,2.669729344E1,3.813907385E0,2.500000000E0,2.900000000E1
4.766309332E3,4.490872878E1,2.046591875E1,7.599345015E1,1.204249268E2,2.125000000E1,2.500000000E2,2.671856648E1,3.814464569E0,2.500000000E0,3.100000000E1
4.767307093E3,4.490866283E1,2.046566518E1,7.612399597E1,1.205557251E2,2.136000061E1,2.500000000E2,2.674000084E1,3.813633442E0,2.500000000E0,3.100000000E1
4.768307342E3,4.490859780E1,2.046540896E1,7.612569448E1,1.205576782E2,2.148999977E1,2.501999969E2,2.676157547E1,3.812186956E0,2.500000000E0,3.000000000E1
4.769308342E3,4.490853550E1,2.046514951E1,7.610499111E1,1.205372314E2,2.162999916E1,2.516000061E2,2.678329676E1,3.970875740E0,2.500000000E0,2.800000000E1
4.770309342E3,4.490847635E1,2.046488664E1,7.615026476E1,1.205827637E2,2.180999947E1,2.526000061E2,2.680513266E1,3.840848923E0,2.500000000E0,2.500000000E1
4.771309001E3,4.490841732E1,2.046462219E1,7.631229725E1,1.207450562E2,2.193000031E1,2.523999939E2,2.682629659E1,3.816812277E0,2.500000000E0,2.600000000E1
4.772308070E3,4.490835726E1,2.046436718E1,7.632553420E1,1.207585449E2,2.187000084E1,2.515000000E2,2.684869076E1,3.810581684E0,2.500000000E0,3.000000000E1
4.773309342E3,4.490829112E1,2.046409859E1,7.625330747E1,1.206865845E2,2.170000076E1,2.506999969E2,2.686996066E1,3.813856125E0,2.500000000E0,3.000000000E1
4.774308024E3,4.490822724E1,2.046384401E1,7.620563033E1,1.206391602E2,2.125000000E1,2.505000000E2,2.689061777E1,3.966939688E0,2.500000000E0,2.800000000E1
4.775312047E3,4.490816525E1,2.046359674E1,7.618219141E1,1.206159668E2,2.052000046E1,2.506000061E2,2.691065400E1,3.815299511E0,2.500000000E0,3.000000000E1
4.776306008E3,4.490810461E1,2.046335716E1,7.619904311E1,1.206330566E2,1.995000076E1,2.503000031E2,2.693018537E1,3.812837839E0,2.500000000E0,3.000000000E1
4.777310342E3,4.490804609E1,2.046312332E1,7.620808824E1,1.206423340E2,1.939999962E1,2.508000031E2,2.694884268E1,3.813424349E0,2.500000000E0,2.700000000E1
4.778309342E3,4.490799154E1,2.046289928E1,7.618729743E1,1.206217651E2,1.847999954E1,2.513000031E2,2.696654915E1,3.814056635E0,2.500000000E0,2.800000000E1
4.779308280E3,4.490794246E1,2.046268539E1,7.606672525E1,1.205014038E2,1.739999962E1,2.521999969E2,2.698249807E1,3.867949486E0,2.500000000E0,2.500000000E1
4.780307342E3,4.490790187E1,2.046249115E1,7.608551711E1,1.205203857E2,1.618000031E1,2.533000031E2,2.699861612E1,3.809182882E0,2.500000000E0,2.500000000E1
4.781310342E3,4.490786515E1,2.046229316E1,7.602532745E1,1.204603882E2,1.511999989E1,2.545000000E2,2.701289846E1,3.819741964E0,2.500000000E0,2.400000000E1
4.782308110E3,4.490783768E1,2.046211600E1,7.602411987E1,1.204593506E2,1.427000046E1,2.571000061E2,2.702660945E1,3.813459635E0,2.500000000E0,2.700000000E1
4.783307342E3,4.490782131E1,2.046194344E1,7.594357468E1,1.203789673E2,1.356999969E1,2.632000122E2,2.703986345E1,3.835415363E0,2.500000000E0,2.900000000E1
4.784307342E3,4.490781913E1,2.046177517E1,7.590619027E1,1.203417358E2,1.310999966E1,2.706000061E2,2.705281899E1,3.933164120E0,2.500000000E0,2.100000000E1
4.785310037E3,4.490783518E1,2.046161223E1,7.586948854E1,1.203051758E2,1.284000015E1,2.786000061E2,2.706553114E1,3.820125341E0,2.500000000E0,2.100000000E1
4.786309342E3,4.490786843E1,2.046145779E1,7.581320833E1,1.202490234E2,1.257999992E1,2.882000122E2,2.707793679E1,3.812692165E0,2.500000000E0,2.400000000E1
4.787310101E3,4.490791553E1,2.046131499E1,7.578233420E1,1.202182617E2,1.236999989E1,2.962000122E2,2.708971414E1,3.813498735E0,2.500000000E0,2.900000000E1
4.788309259E3,4.490797124E1,2.046118780E1,7.584443381E1,1.202804565E2,1.214000034E1,3.027000122E2,2.710180246E1,3.811794043E0,2.500000000E0,2.800000000E1
4.789310342E3,4.490803093E1,2.046105951E1,7.584214174E1,1.202782593E2,1.142000008E1,3.031000061E2,2.711281417E1,3.819126129E0,2.500000000E0,2.500000000E1
4.790308983E3,4.490808125E1,2.046093908E1,7.597870845E1,1.204149170E2,1.086999989E1,2.995000000E2,2.712354561E1,3.866053820E0,2.500000000E0,2.000000000E1
4.791309342E3,4.490811953E1,2.046081399E1,7.604300103E1,1.204793091E2,1.092000008E1,2.922999878E2,2.713505816E1,3.818430901E0,2.500000000E0,2.200000000E1
4.792309342E3,4.490814291E1,2.046067158E1,7.640152315E1,1.208379517E2,1.180000019E1,2.805000000E2,2.714736771E1,3.880134344E0,2.500000000E0,2.100000000E1
4.793309341E3,4.490814961E1,2.046051556E1,7.684480485E1,1.212813721E2,1.263000011E1,2.692000122E2,2.716045177E1,3.991648912E0,2.500000000E0,2.100000000E1
4.794304966E3,4.490812641E1,2.046035268E1,7.728153895E1,1.217182617E2,1.338000011E1,2.565000000E2,2.717421182E1,3.815548658E0,2.500000000E0,2.000000000E1
4.795309031E3,4.490809306E1,2.046018442E1,7.787146281E1,1.223083496E2,1.397000027E1,2.513000031E2,2.718773656E1,3.893750191E0,2.500000000E0,2.000000000E1
4.796310967E3,4.490805146E1,2.046002304E1,7.803560869E1,1.224726562E2,1.381000042E1,2.500000000E2,2.720138753E1,3.808904409E0,2.500000000E0,2.300000000E1
4.797307342E3,4.490800869E1,2.045986056E1,7.845805394E1,1.228952637E2,1.296000004E1,2.490000000E2,2.721352396E1,3.816192150E0,2.500000000E0,2.500000000E1
4.798307342E3,4.490797013E1,2.045971639E1,7.884322476E1,1.232805786E2,1.186999989E1,2.490000000E2,2.722444421E1,3.814172029E0,2.500000000E0,2.300000000E1
4.799309342E3,4.490793592E1,2.045958641E1,7.908192559E1,1.235194092E2,1.052000046E1,2.498000031E2,2.723367726E1,3.817931890E0,2.500000000E0,2.600000000E1
4.800308342E3,4.490790723E1,2.045947639E1,7.918270697E1,1.236203003E2,8.710000038E0,2.501000061E2,2.724082528E1,3.817579985E0,2.500000000E0,2.900000000E1
4.801306342E3,4.490788798E1,2.045938979E1,7.948224337E1,1.239199219E2,6.539999962E0,2.533000031E2,2.724561819E1,3.815810204E0,2.500000000E0,2.500000000E1
4.802310342E3,4.490787766E1,2.045933070E1,7.940650265E1,1.238442383E2,4.239999771E0,2.571000061E2,2.724907644E1,3.819797754E0,2.500000000E0,2.500000000E1
4.803309342E3,4.490787240E1,2.045928742E1,7.945236007E1,1.238901367E2,3.140000105E0,2.602999878E2,2.725174696E1,3.815073490E0,2.500000000E0,2.700000000E1
4.804308342E3,4.490787236E1,2.045925351E1,7.935400175E1,1.237918091E2,2.650000095E0,2.697000122E2,2.725446324E1,3.814345360E0,2.500000000E0,2.100000000E1
4.805309342E3,4.490787712E1,2.045921968E1,7.937393135E1,1.238117676E2,2.650000095E0,2.812000122E2,2.725817197E1,3.815134287E0,2.500000000E0,2.000000000E1
4.806310342E3,4.490789440E1,2.045917940E1,7.951696749E1,1.239548340E2,4.030000210E0,2.977999878E2,2.726364667E1,3.813089371E0,2.500000000E0,2.100000000E1
4.807316342E3,4.490793194E1,2.045913442E1,7.930209644E1,1.237399902E2,6.010000229E0,3.191000061E2,2.727121257E1,3.851280451E0,2.500000000E0,2.500000000E1
4.808310001E3,4.490798981E1,2.045908389E1,7.885559921E1,1.232935181E2,8.100000381E0,3.300000000E2,2.728066074E1,3.818704128E0,2.500000000E0,2.100000000E1
4.809310340E3,4.490806410E1,2.045902566E1,7.854441582E1,1.229823608E2,9.909999847E0,3.317000122E2,2.729151108E1,3.817570925E0,2.500000000E0,2.100000000E1
4.810309974E3,4.490814940E1,2.045895875E1,7.812086279E1,1.225588379E2,1.110999966E1,3.311000061E2,2.730308522E1,3.819374800E0,2.500000000E0,2.300000000E1
4.811309285E3,4.490824185E1,2.045889122E1,7.735343968E1,1.217914429E2,1.181999969E1,3.313999939E2,2.731465530E1,3.814234495E0,2.500000000E0,2.200000000E1
4.812305342E3,4.490833347E1,2.045882158E1,7.677070676E1,1.212087402E2,1.152999973E1,3.312999878E2,2.732618035E1,3.811938286E0,2.500000000E0,2.200000000E1
4.813311342E3,4.490842487E1,2.045875257E1,7.626646554E1,1.207045288E2,1.114999962E1,3.315000000E2,2.733696638E1,3.821324110E0,2.500000000E0,2.500000000E1
4.814310269E3,4.490850985E1,2.045868653E1,7.612739807E1,1.205654907E2,1.073999977E1,3.312999878E2,2.734763090E1,3.819054842E0,2.500000000E0,2.200000000E1
4.815310108E3,4.490859436E1,2.045862250E1,7.594762180E1,1.203857422E2,1.102999973E1,3.318999939E2,2.735943567E1,3.830741882E0,2.500000000E0,2.200000000E1
4.816309342E3,4.490868840E1,2.045855294E1,7.548915742E1,1.199273071E2,1.139999962E1,3.321000061E2,2.737102134E1,3.844099998E0,2.500000000E0,2.100000000E1
4.817306301E3,4.490878089E1,2.045848520E1,7.525457108E1,1.196927490E2,1.138000011E1,3.317999878E2,2.738135867E1,3.843637943E0,2.500000000E0,2.000000000E1
4.818309991E3,4.490886234E1,2.045842192E1,7.516860546E1,1.196068115E2,1.022000027E1,3.317999878E2,2.739084836E1,3.840716600E0,2.500000000E0,2.100000000E1
4.819310029E3,4.490893729E1,2.045836429E1,7.514593607E1,1.195841675E2,9.710000038E0,3.312000122E2,2.740098585E1,3.821804285E0,2.500000000E0,1.900000000E1
4.820309342E3,4.490901625E1,2.045829994E1,7.519070590E1,1.196289673E2,1.031999969E1,3.307000122E2,2.741136379E1,3.816395998E0,2.500000000E0,2.100000000E1
4.821308995E3,4.490909755E1,2.045823522E1,7.514593766E1,1.195842285E2,1.026000023E1,3.307999878E2,2.742241209E1,3.857529163E0,2.500000000E0,2.300000000E1
4.822310171E3,4.490918378E1,2.045816552E1,7.500601288E1,1.194443359E2,1.151000023E1,3.306000061E2,2.743467361E1,3.819104433E0,2.500000000E0,1.900000000E1
4.823310988E3,4.490928014E1,2.045808982E1,7.489989978E1,1.193382568E2,1.271000004E1,3.308999939E2,2.744874655E1,3.853008509E0,2.500000000E0,2.000000000E1
4.824310342E3,4.490939098E1,2.045800356E1,7.502925594E1,1.194676514E2,1.393999958E1,3.310000000E2,2.746322637E1,3.823296785E0,2.500000000E0,2.200000000E1
4.825310216E3,4.490950387E1,2.045791191E1,7.507456257E1,1.195130005E2,1.488000011E1,3.306000061E2,2.747780651E1,3.830384493E0,2.500000000E0,2.300000000E1
4.826308342E3,4.490961786E1,2.045782041E1,7.484191563E1,1.192803955E2,1.477000046E1,3.303999939E2,2.749224790E1,3.825267553E0,2.500000000E0,2.200000000E1
4.827309342E3,4.490973124E1,2.045773097E1,7.486476351E1,1.193032837E2,1.422999954E1,3.307000122E2,2.750601395E1,3.830657005E0,2.500000000E0,2.100000000E1
4.828309342E3,4.490983889E1,2.045764464E1,7.479233629E1,1.192308960E2,1.375000000E1,3.303999939E2,2.751974505E1,3.817777872E0,2.500000000E0,1.800000000E1
4.829310145E3,4.490994578E1,2.045755733E1,7.449969307E1,1.189382935E2,1.317000008E1,3.302000122E2,2.753255162E1,3.827455044E0,2.500000000E0,1.900000000E1
4.830311084E3,4.491004571E1,2.045747648E1,7.437032225E1,1.188089600E2,1.265999985E1,3.300000000E2,2.754454265E1,3.822481632E0,2.500000000E0,2.100000000E1
4.831311061E3,4.491013824E1,2.045739828E1,7.424363674E1,1.186823120E2,1.200000000E1,3.293999939E2,2.755579776E1,3.822031021E0,2.500000000E0,2.100000000E1
4.832308342E3,4.491022487E1,2.045732436E1,7.423389635E1,1.186726074E2,1.060999966E1,3.288999939E2,2.756500862E1,3.855875969E0,2.500000000E0,2.400000000E1
4.833309342E3,4.491029495E1,2.045726200E1,7.436509066E1,1.188038330E2,8.699999809E0,3.278999939E2,2.757242787E1,3.833353996E0,2.500000000E0,2.300000000E1
4.834309342E3,4.491034882E1,2.045720641E1,7.407148062E1,1.185102539E2,7.110000134E0,3.242000122E2,2.757919121E1,3.911973953E0,2.500000000E0,1.600000000E1
4.835309243E3,4.491039639E1,2.045715289E1,7.406351472E1,1.185023193E2,6.519999981E0,3.202000122E2,2.758500497E1,3.839439392E0,2.500000000E0,1.800000000E1
4.836310342E3,4.491043278E1,2.045709988E1,7.396728845E1,1.184061279E2,5.650000095E0,3.140000000E2,2.758942914E1,3.812423468E0,2.500000000E0,2.100000000E1
4.837310342E3,4.491045852E1,2.045705704E1,7.407571844E1,1.185145874E2,3.839999914E0,3.093999939E2,2.759175237E1,3.816136599E0,2.500000000E0,2.300000000E1
4.838309342E3,4.491047210E1,2.045703462E1,7.385591545E1,1.182947998E2,1.610000014E0,3.080000000E2,2.759211229E1,3.847681761E0,2.500000000E0,2.000000000E1
4.839310342E3,4.491047019E1,2.045703831E1,7.385622327E1,1.182951050E2,0.000000000E0,NaN,2.759286906E1,3.814908504E0,2.500000000E0,2.000000000E1
4.840307064E3,4.491047395E1,2.045703030E1,7.382020664E1,1.182590942E2,0.000000000E0,NaN,2.759333458E1,3.820177555E0,2.500000000E0,2.200000000E1
4.841313342E3,4.491047117E1,2.045703472E1,7.381923308E1,1.182581177E2,6.700000167E-1,3.037999878E2,2.759448048E1,3.820177555E0,2.500000000E0,2.000000000E1
4.842310342E3,4.491046325E1,2.045704403E1,7.379281043E1,1.182316895E2,1.250000000E0,2.881000061E2,2.759560989E1,3.866162062E0,2.500000000E0,1.800000000E1
4.843309342E3,4.491045938E1,2.045705729E1,7.373380002E1,1.181726685E2,1.179999948E0,2.692000122E2,2.759654403E1,3.860438108E0,2.500000000E0,1.800000000E1
4.844310250E3,4.491045381E1,2.045706617E1,7.388291494E1,1.183217773E2,8.299999833E-1,2.558999939E2,2.759749960E1,3.827163696E0,2.500000000E0,2.100000000E1
4.845309342E3,4.491045404E1,2.045707830E1,7.415672969E1,1.185955811E2,8.899999857E-1,2.421000061E2,2.759799621E1,3.817539215E0,2.500000000E0,1.900000000E1
4.846317133E3,4.491045436E1,2.045708459E1,7.406640345E1,1.185052490E2,3.100000024E-1,2.346000061E2,2.759814159E1,3.815365076E0,2.500000000E0,1.900000000E1
4.847307998E3,4.491045307E1,2.045708429E1,7.416051893E1,1.185993652E2,3.100000024E-1,2.333999939E2,2.759932131E1,3.814641714E0,2.500000000E0,2.000000000E1
4.848309336E3,4.491044406E1,2.045707638E1,7.416465895E1,1.186035156E2,1.429999948E0,2.276000061E2,2.760172403E1,3.826013803E0,2.500000000E0,1.800000000E1
4.849307342E3,4.491042301E1,2.045706949E1,7.416305829E1,1.186019287E2,2.849999905E0,2.028000031E2,2.760554190E1,3.881039619E0,2.500000000E0,1.700000000E1
4.850309342E3,4.491039014E1,2.045708350E1,7.433536143E1,1.187742310E2,4.400000095E0,1.645000000E2,2.761120027E1,3.817081451E0,2.500000000E0,2.400000000E1
4.851312342E3,4.491035002E1,2.045712770E1,7.412792851E1,1.185667725E2,5.989999771E0,1.416000061E2,2.761707154E1,3.813445330E0,2.500000000E0,2.200000000E1
4.852308342E3,4.491030855E1,2.045717385E1,7.431228153E1,1.187510986E2,6.269999981E0,1.403000031E2,2.762484226E1,3.867362976E0,2.500000000E0,2.100000000E1
4.853310342E3,4.491025156E1,2.045723096E1,7.412005200E1,1.185588379E2,8.020000458E0,1.436999969E2,2.763412238E1,3.817482233E0,2.500000000E0,2.200000000E1
4.854311167E3,4.491018175E1,2.045729554E1,7.429360832E1,1.187323608E2,9.729999542E0,1.468000031E2,2.764480821E1,3.855392218E0,2.500000000E0,1.900000000E1
4.855308342E3,4.491009942E1,2.045736553E1,7.433270461E1,1.187714233E2,1.142000008E1,1.488000031E2,2.765738217E1,3.808690548E0,2.500000000E0,2.000000000E1
4.856307342E3,4.491000218E1,2.045744703E1,7.429331476E1,1.187319946E2,1.271000004E1,1.498999939E2,2.767099658E1,3.813818932E0,2.500000000E0,2.100000000E1
4.857309342E3,4.490989631E1,2.045753387E1,7.413210048E1,1.185707397E2,1.385000038E1,1.506000061E2,2.768472126E1,3.811554670E0,2.500000000E0,2.100000000E1
4.858310228E3,4.490978925E1,2.045762060E1,7.437066597E1,1.188092651E2,1.394999981E1,1.508000031E2,2.769882326E1,3.811161041E0,2.500000000E0,2.300000000E1
4.859310342E3,4.490967918E1,2.045770955E1,7.449070212E1,1.189292603E2,1.481999969E1,1.508000031E2,2.771422927E1,3.864695311E0,2.500000000E0,2.300000000E1
4.860309342E3,4.490955926E1,2.045780753E1,7.459639966E1,1.190349121E2,1.564999962E1,1.508999939E2,2.773099748E1,3.812251568E0,2.500000000E0,2.300000000E1
4.861309342E3,4.490942876E1,2.045791423E1,7.464771899E1,1.190861816E2,1.632999992E1,1.511999969E2,2.774782189E1,3.816021204E0,2.500000000E0,2.200000000E1
4.862307342E3,4.490929662E1,2.045801830E1,7.471893283E1,1.191573486E2,1.696999931E1,1.518000031E2,2.776381282E1,3.811119318E0,2.500000000E0,2.200000000E1
4.863309325E3,4.490917093E1,2.045811697E1,7.486729254E1,1.193056641E2,1.642000008E1,1.515000000E2,2.778076548E1,3.808969736E0,2.500000000E0,2.200000000E1
4.864308923E3,4.490903684E1,2.045821941E1,7.485940267E1,1.192977295E2,1.628000069E1,1.516999969E2,2.779677597E1,3.909796000E0,2.500000000E0,2.200000000E1
4.865308342E3,4.490891089E1,2.045831793E1,7.490357517E1,1.193418579E2,1.593000031E1,1.511000061E2,2.781268089E1,3.961391211E0,2.500000000E0,2.100000000E1
4.866309292E3,4.490878561E1,2.045841539E1,7.490386269E1,1.193421021E2,1.585999966E1,1.508999939E2,2.782815487E1,3.897466660E0,2.512804270E0,2.500000000E1
4.867311077E3,4.490866409E1,2.045851114E1,7.494638634E1,1.193845825E2,1.594999981E1,1.506999969E2,2.784397552E1,3.931806087E0,2.534491777E0,2.400000000E1
4.868309342E3,4.490854202E1,2.045861434E1,7.547982231E1,1.199179688E2,1.603000069E1,1.498999939E2,2.786043385E1,3.807282925E0,2.500000000E0,2.400000000E1
4.869309342E3,4.490841336E1,2.045871766E1,7.593909833E1,1.203771973E2,1.590999985E1,1.503999939E2,2.787636140E1,3.843703985E0,2.500000000E0,2.200000000E1
4.870306978E3,4.490828847E1,2.045881670E1,7.639379420E1,1.208318481E2,1.575000000E1,1.503999939E2,2.789095897E1,3.811921120E0,2.617619038E0,2.100000000E1
4.871309342E3,4.490817505E1,2.045891004E1,7.699894068E1,1.214369507E2,1.502000046E1,1.503000031E2,2.790635448E1,3.807896614E0,2.681937933E0,2.400000000E1
4.872309342E3,4.490805476E1,2.045900684E1,7.756612398E1,1.220040894E2,1.493999958E1,1.503999939E2,2.792122825E1,3.819808483E0,2.736218691E0,2.200000000E1
4.873309300E3,4.490793932E1,2.045910225E1,7.821106656E1,1.226489868E2,1.502999973E1,1.500000000E2,2.793617321E1,3.884679317E0,2.880975485E0,2.300000000E1
4.874309138E3,4.490782260E1,2.045919634E1,7.878563396E1,1.232235107E2,1.478999996E1,1.495000000E2,2.795055225E1,3.821463346E0,2.877908945E0,2.600000000E1
4.875308342E3,4.490771037E1,2.045928704E1,7.954824923E1,1.239860840E2,1.484000015E1,1.498000031E2,2.796540439E1,3.809419394E0,3.071684837E0,2.600000000E1
4.876308342E3,4.490759428E1,2.045938031E1,8.005085569E1,1.244886475E2,1.481000042E1,1.508999939E2,2.798073245E1,3.812660217E0,2.997156382E0,2.500000000E1
4.877309342E3,4.490747437E1,2.045947632E1,8.107629042E1,1.255140381E2,1.452999973E1,1.506000061E2,2.799457605E1,3.810174227E0,2.982912540E0,2.600000000E1
4.878309342E3,4.490736594E1,2.045956270E1,8.171646664E1,1.261541748E2,1.359000015E1,1.503999939E2,2.800740124E1,3.817641735E0,2.886204243E0,2.700000000E1
4.879308342E3,4.490726673E1,2.045964576E1,8.213197274E1,1.265696411E2,1.303999996E1,1.503999939E2,2.802048769E1,3.807075500E0,2.528264761E0,2.800000000E1
4.880306312E3,4.490716488E1,2.045972902E1,8.251287115E1,1.269505005E2,1.251000023E1,1.498999939E2,2.803302945E1,3.812574625E0,2.506407738E0,2.200000000E1
4.881307342E3,4.490706664E1,2.045980726E1,8.266518966E1,1.271027832E2,1.256999969E1,1.503999939E2,2.804582916E1,3.810621738E0,2.500000000E0,2.400000000E1
4.882307342E3,4.490696644E1,2.045988726E1,8.237579764E1,1.268133545E2,1.294999981E1,1.503999939E2,2.805860137E1,3.812038898E0,2.500000000E0,2.100000000E1
4.883306298E3,4.490686638E1,2.045996690E1,8.197397860E1,1.264114990E2,1.321000004E1,1.503000031E2,2.807180425E1,3.805854797E0,2.522761822E0,2.300000000E1
4.884307342E3,4.490676290E1,2.046004911E1,8.147114749E1,1.259086304E2,1.314999962E1,1.501000061E2,2.808509884E1,3.817980289E0,2.669128418E0,2.700000000E1
4.885308991E3,4.490665855E1,2.046013151E1,8.072600668E1,1.251634521E2,1.285000038E1,1.503000031E2,2.809733245E1,3.810886383E0,2.732896328E0,2.800000000E1
4.886309342E3,4.490656238E1,2.046020696E1,8.005032051E1,1.244877319E2,1.197999954E1,1.498000031E2,2.810809992E1,3.809835911E0,2.684542656E0,2.500000000E1
4.887308342E3,4.490647836E1,2.046027493E1,7.951354792E1,1.239509277E2,1.067000008E1,1.491000061E2,2.811834123E1,3.804016113E0,2.655423641E0,2.700000000E1
4.888308195E3,4.490639953E1,2.046034218E1,7.933181803E1,1.237691650E2,9.430000305E0,1.483000031E2,2.812661397E1,3.807592869E0,2.500000000E0,2.700000000E1
4.889309230E3,4.490633787E1,2.046040096E1,7.915338249E1,1.235906982E2,7.750000000E0,1.441000061E2,2.813326605E1,3.808958530E0,2.500000000E0,2.600000000E1
4.890309132E3,4.490629892E1,2.046046507E1,7.875437881E1,1.231916504E2,6.289999962E0,1.270999985E2,2.813906567E1,3.811325312E0,2.500000000E0,2.500000000E1
4.891308342E3,4.490628883E1,2.046053732E1,7.852513154E1,1.229623413E2,6.010000229E0,9.459999847E1,2.814542743E1,3.830813169E0,2.500000000E0,2.800000000E1
4.892309342E3,4.490631275E1,2.046061070E1,7.833990374E1,1.227770386E2,6.690000057E0,6.270000076E1,2.815322439E1,3.808457375E0,2.500000000E0,3.000000000E1
4.893305342E3,4.490634953E1,2.046069499E1,7.797091354E1,1.224079590E2,7.860000134E0,5.620000076E1,2.816208739E1,3.809433460E0,2.500000000E0,2.600000000E1
4.894306342E3,4.490639016E1,2.046079181E1,7.773395509E1,1.221708984E2,9.340000153E0,5.820000076E1,2.817220194E1,3.811910629E0,2.500000000E0,2.500000000E1
4.895302963E3,4.490643391E1,2.046090441E1,7.747723663E1,1.219140625E2,1.089999962E1,6.040000153E1,2.818400083E1,3.805744410E0,2.500000000E0,2.400000000E1
4.896306342E3,4.490648386E1,2.046103659E1,7.691633889E1,1.213530273E2,1.160000038E1,6.070000076E1,2.819561876E1,3.811924458E0,2.500000000E0,2.000000000E1
4.897310342E3,4.490653564E1,2.046116472E1,7.653353870E1,1.209700928E2,1.156999969E1,5.979999924E1,2.820747327E1,3.811501980E0,2.500000000E0,2.100000000E1
4.898309188E3,4.490658972E1,2.046129444E1,7.602806010E1,1.204644775E2,1.182999992E1,5.859999847E1,2.821915432E1,3.812626123E0,2.500000000E0,2.700000000E1
4.899309342E3,4.490664673E1,2.046141902E1,7.555968726E1,1.199959717E2,1.206000042E1,5.590000153E1,2.823148154E1,3.805112362E0,2.500000000E0,2.400000000E1
4.900308101E3,4.490671304E1,2.046154446E1,7.521027602E1,1.196464233E2,1.244999981E1,5.179999924E1,2.824480591E1,3.805387735E0,2.500000000E0,2.700000000E1
4.901307342E3,4.490679590E1,2.046166668E1,7.472768902E1,1.191636963E2,1.306000042E1,4.400000000E1,2.825836047E1,3.812853336E0,2.500000000E0,2.500000000E1
4.902306342E3,4.490689306E1,2.046177062E1,7.451718528E1,1.189530640E2,1.375000000E1,3.409999847E1,2.827136523E1,3.811310530E0,2.500000000E0,2.200000000E1
4.903309342E3,4.490699630E1,2.046184821E1,7.455012908E1,1.189859009E2,1.343000031E1,2.520000076E1,2.828480548E1,3.808458805E0,2.500000000E0,2.000000000E1
4.904308231E3,4.490710908E1,2.046190960E1,7.460942879E1,1.190451050E2,1.282999992E1,1.920000076E1,2.829721034E1,3.811711311E0,2.500000000E0,2.300000000E1
4.905309317E3,4.490721417E1,2.046196246E1,7.460554666E1,1.190411377E2,1.222999954E1,1.910000038E1,2.830906609E1,3.807990551E0,2.500000000E0,2.600000000E1
4.906307342E3,4.490731251E1,2.046202063E1,7.440665960E1,1.188421631E2,1.167000008E1,2.360000038E1,2.832067665E1,3.809852600E0,2.500000000E0,2.700000000E1
4.907308342E3,4.490740386E1,2.046209204E1,7.444893194E1,1.188843384E2,1.202999973E1,3.000000000E1,2.833312289E1,3.804533243E0,2.500000000E0,3.000000000E1
4.908308342E3,4.490749421E1,2.046218533E1,7.428248347E1,1.187177734E2,1.268999958E1,3.890000153E1,2.834670712E1,3.806589127E0,2.500000000E0,2.800000000E1
4.909310342E3,4.490757869E1,2.046230993E1,7.434305099E1,1.187781982E2,1.343000031E1,4.870000076E1,2.836058630E1,3.812699795E0,2.500000000E0,2.400000000E1
4.910308342E3,4.490765078E1,2.046245380E1,7.440906365E1,1.188440552E2,1.414999962E1,5.690000153E1,2.837477072E1,3.811001062E0,2.500000000E0,2.500000000E1
4.911308128E3,4.490771247E1,2.046261145E1,7.444383507E1,1.188786621E2,1.484000015E1,6.279999924E1,2.839074988E1,3.804778576E0,2.500000000E0,2.300000000E1
4.912308325E3,4.490777111E1,2.046279669E1,7.458330565E1,1.190179443E2,1.576000023E1,6.769999695E1,2.840724071E1,3.808514595E0,2.500000000E0,2.900000000E1
4.913310342E3,4.490782470E1,2.046299194E1,7.469733183E1,1.191317749E2,1.679999924E1,6.969999695E1,2.842368966E1,3.808460236E0,2.500000000E0,2.600000000E1
4.914309342E3,4.490787580E1,2.046318795E1,7.480220252E1,1.192364502E2,1.636000061E1,7.009999847E1,2.843917595E1,3.810276031E0,2.500000000E0,2.300000000E1
4.915308031E3,4.490792467E1,2.046337209E1,7.490266715E1,1.193367310E2,1.581000042E1,6.980000305E1,2.845458890E1,3.804806471E0,2.500000000E0,2.300000000E1
4.916310110E3,4.490797424E1,2.046355486E1,7.495045743E1,1.193843384E2,1.522999954E1,6.959999847E1,2.847031610E1,3.807180166E0,2.500000000E0,2.200000000E1
4.917308342E3,4.490802369E1,2.046374196E1,7.490206018E1,1.193357544E2,1.518999958E1,6.969999695E1,2.848560409E1,3.811086655E0,2.500000000E0,2.200000000E1
4.918306342E3,4.490807133E1,2.046392406E1,7.488588431E1,1.193193970E2,1.526000023E1,6.959999847E1,2.850023123E1,3.809106350E0,2.500000000E0,2.100000000E1
