"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
0.000000000E0,4.480608230E1,2.047606730E1,1.398419734E2,1.843000031E2,NaN,NaN,8.235785283E-3,1.708699989E1,3.858332157E0,-1.000000000E0
1.634662551E0,4.480601893E1,2.047612134E1,1.161836015E2,1.606416016E2,5.920000076E0,1.958999939E2,1.432290508E-2,1.202948666E1,1.648421288E1,0.000000000E0
2.634380728E0,4.480596942E1,2.047608842E1,1.270630694E2,1.715211182E2,2.300000042E-1,1.958999939E2,2.135604154E-2,6.616132736E0,8.974857330E0,1.000000000E1
3.635704374E0,4.480603267E1,2.047608878E1,1.288835874E2,1.733416138E2,1.899999976E-1,1.958999939E2,2.195861774E-2,4.296054840E0,7.061836243E0,1.100000000E1
4.528597498E0,4.480603185E1,2.047609633E1,1.263784673E2,1.708364868E2,0.000000000E0,NaN,2.212602580E-2,3.790092468E0,2.500000000E0,1.100000000E1
5.528840831E0,4.480603124E1,2.047609439E1,1.272104355E2,1.716684570E2,0.000000000E0,NaN,2.443795879E-2,3.790092468E0,2.500000000E0,1.700000000E1
6.529004216E0,4.480602220E1,2.047612078E1,1.156403892E2,1.600983887E2,0.000000000E0,NaN,2.489720976E-2,8.511028290E0,6.480183125E0,1.700000000E1
7.529035310E0,4.480602349E1,2.047611525E1,1.202985875E2,1.647565918E2,0.000000000E0,NaN,2.654769151E-2,4.710983276E0,3.624771357E0,1.700000000E1
8.528779736E0,4.480601066E1,2.047610473E1,1.205435681E2,1.650015869E2,0.000000000E0,NaN,2.745775188E-2,3.790092468E0,2.563354969E0,1.600000000E1
9.528899215E0,4.480601657E1,2.047611271E1,1.223332506E2,1.667912598E2,0.000000000E0,NaN,2.785599120E-2,3.790092468E0,2.500000000E0,1.700000000E1
1.052855145E1,4.480601677E1,2.047611775E1,1.223640172E2,1.668220215E2,0.000000000E0,NaN,2.805392346E-2,3.790092468E0,2.500000000E0,1.700000000E1
1.152830270E1,4.480601553E1,2.047611595E1,1.224019179E2,1.668599243E2,0.000000000E0,NaN,2.825756036E-2,3.790092468E0,2.500000000E0,1.700000000E1
1.252900427E1,4.480601411E1,2.047611432E1,1.227604974E2,1.672185059E2,0.000000000E0,NaN,2.832854943E-2,3.790092468E0,2.500000000E0,1.700000000E1
1.352874197E1,4.480601465E1,2.047611384E1,1.230228873E2,1.674808960E2,0.000000000E0,NaN,2.840202194E-2,3.790092468E0,2.500000000E0,1.700000000E1
1.452839802E1,4.480601492E1,2.047611469E1,1.232972412E2,1.677552490E2,0.000000000E0,NaN,2.850650487E-2,3.790092468E0,2.500000000E0,1.600000000E1
1.552902817E1,4.480601583E1,2.047611502E1,1.234818122E2,1.679398193E2,0.000000000E0,NaN,2.855992085E-2,3.790092468E0,2.500000000E0,1.700000000E1
1.652888078E1,4.480601630E1,2.047611516E1,1.236709604E2,1.681289673E2,0.000000000E0,NaN,2.864426693E-2,3.790092468E0,2.500000000E0,1.800000000E1
1.752865588E1,4.480601555E1,2.047611500E1,1.235885625E2,1.680465698E2,0.000000000E0,NaN,2.875296694E-2,3.790092468E0,2.500000000E0,1.800000000E1
1.852850650E1,4.480601651E1,2.047611526E1,1.238402111E2,1.682982178E2,0.000000000E0,NaN,2.879793276E-2,3.790092468E0,2.500000000E0,1.800000000E1
1.952887223E1,4.480601688E1,2.047611549E1,1.238878799E2,1.683458862E2,0.000000000E0,NaN,2.903050581E-2,3.790092468E0,2.500000000E0,1.800000000E1
2.052874426E1,4.480601886E1,2.047611644E1,1.239747955E2,1.684328003E2,0.000000000E0,NaN,2.903832933E-2,3.790092468E0,2.500000000E0,1.800000000E1
2.152861416E1,4.480601893E1,2.047611643E1,1.239960968E2,1.684541016E2,0.000000000E0,NaN,2.903911826E-2,3.790092468E0,2.500000000E0,1.800000000E1
2.252852322E1,4.480601893E1,2.047611642E1,1.240050079E2,1.684630127E2,0.000000000E0,NaN,2.904320843E-2,3.790092468E0,2.500000000E0,1.700000000E1
2.352899765E1,4.480601890E1,2.047611639E1,1.240084259E2,1.684664307E2,0.000000000E0,NaN,2.904556812E-2,3.790092468E0,2.500000000E0,1.700000000E1
2.452900853E1,4.480601892E1,2.047611638E1,1.240105621E2,1.684685669E2,0.000000000E0,NaN,2.904792780E-2,3.790092468E0,2.500000000E0,1.700000000E1
2.552886093E1,4.480601894E1,2.047611639E1,1.240155060E2,1.684735107E2,0.000000000E0,NaN,2.905464598E-2,3.790092468E0,2.500000000E0,1.600000000E1
2.652877416E1,4.480601888E1,2.047611638E1,1.240129424E2,1.684709473E2,0.000000000E0,NaN,2.905923796E-2,3.790092468E0,2.500000000E0,1.600000000E1
2.752903900E1,4.480601885E1,2.047611634E1,1.240184966E2,1.684765015E2,0.000000000E0,NaN,2.906924551E-2,3.790092468E0,2.500000000E0,1.600000000E1
2.852809822E1,4.480601894E1,2.047611634E1,1.240115997E2,1.684696045E2,0.000000000E0,NaN,2.907249317E-2,3.790092468E0,2.500000000E0,1.700000000E1
2.952842978E1,4.480601896E1,2.047611631E1,1.240161773E2,1.684741821E2,0.000000000E0,NaN,2.908392334E-2,3.790092468E0,2.500000000E0,1.800000000E1
3.052746525E1,4.480601905E1,2.047611638E1,1.240300323E2,1.684880371E2,0.000000000E0,NaN,2.908864271E-2,3.790092468E0,2.500000000E0,1.600000000E1
3.152801410E1,4.480601909E1,2.047611640E1,1.240293000E2,1.684873047E2,0.000000000E0,NaN,2.909086661E-2,3.790092468E0,2.500000000E0,1.700000000E1
3.252703327E1,4.480601907E1,2.047611640E1,1.240195343E2,1.684775391E2,0.000000000E0,NaN,2.909538383E-2,3.790092468E0,2.500000000E0,1.800000000E1
3.352716077E1,4.480601903E1,2.047611639E1,1.240269806E2,1.684849854E2,0.000000000E0,NaN,2.909674722E-2,3.790092468E0,2.500000000E0,1.800000000E1
3.452796952E1,4.480601902E1,2.047611640E1,1.240310089E2,1.684890137E2,0.000000000E0,NaN,2.910126445E-2,3.790092468E0,2.500000000E0,1.700000000E1
3.552715973E1,4.480601898E1,2.047611639E1,1.240272247E2,1.684852295E2,0.000000000E0,NaN,2.918495890E-2,3.790092468E0,2.500000000E0,1.600000000E1
3.652750207E1,4.480601964E1,2.047611690E1,1.240027503E2,1.684607544E2,0.000000000E0,NaN,2.973346803E-2,3.790092468E0,2.500000000E0,1.600000000E1
3.752729092E1,4.480602412E1,2.047611981E1,1.243039632E2,1.687619629E2,5.299999714E-1,0.000000000E0,3.036485527E-2,3.790092468E0,2.500000000E0,1.600000000E1
3.852803457E1,4.480601845E1,2.047611938E1,1.240559139E2,1.685139160E2,0.000000000E0,NaN,3.049016402E-2,3.790092468E0,2.500000000E0,1.600000000E1
3.952803530E1,4.480601891E1,2.047611793E1,1.239483077E2,1.684063110E2,0.000000000E0,NaN,3.067233968E-2,3.790092468E0,2.500000000E0,1.600000000E1
4.052772926E1,4.480602048E1,2.047611727E1,1.239917036E2,1.684497070E2,0.000000000E0,NaN,3.090604292E-2,3.790092468E0,2.500000000E0,1.600000000E1
4.152715582E1,4.480601880E1,2.047611549E1,1.241155417E2,1.685735474E2,2.099999934E-1,0.000000000E0,3.127966842E-2,3.790092468E0,2.500000000E0,1.600000000E1
4.252777155E1,4.480601656E1,2.047611196E1,1.239974955E2,1.684555054E2,1.899999976E-1,0.000000000E0,3.159129355E-2,3.790092468E0,2.500000000E0,1.600000000E1
4.352766056E1,4.480601656E1,2.047610801E1,1.236506900E2,1.681087036E2,0.000000000E0,NaN,3.187370268E-2,3.790092468E0,2.500000000E0,1.700000000E1
4.452715967E1,4.480601439E1,2.047610615E1,1.233053505E2,1.677633667E2,0.000000000E0,NaN,3.224880481E-2,3.790092468E0,2.500000000E0,1.700000000E1
4.552754087E1,4.480601772E1,2.047610539E1,1.235932538E2,1.680512695E2,0.000000000E0,NaN,3.261913770E-2,3.790092468E0,2.500000000E0,1.800000000E1
4.652748847E1,4.480602105E1,2.047610531E1,1.238532036E2,1.683112183E2,0.000000000E0,NaN,3.310744661E-2,3.790092468E0,2.500000000E0,1.800000000E1
4.752717634E1,4.480602544E1,2.047610515E1,1.241368964E2,1.685949097E2,0.000000000E0,NaN,3.341165409E-2,3.790092468E0,2.500000000E0,1.800000000E1
4.852791957E1,4.480602806E1,2.047610626E1,1.241614955E2,1.686195068E2,0.000000000E0,NaN,3.359499927E-2,3.790092468E0,2.500000000E0,1.800000000E1
4.952768732E1,4.480602952E1,2.047610734E1,1.241305523E2,1.685885620E2,0.000000000E0,NaN,3.364276309E-2,3.790092468E0,2.500000000E0,1.700000000E1
5.052751899E1,4.480602918E1,2.047610697E1,1.240054297E2,1.684634399E2,0.000000000E0,NaN,3.378010434E-2,3.790092468E0,2.500000000E0,1.800000000E1
5.152727982E1,4.480603032E1,2.047610764E1,1.240122667E2,1.684702759E2,0.000000000E0,NaN,3.410162331E-2,3.790092468E0,2.500000000E0,1.700000000E1
5.252795410E1,4.480603230E1,2.047611061E1,1.241234152E2,1.685814209E2,0.000000000E0,NaN,3.449320804E-2,3.790092468E0,2.533747911E0,1.700000000E1
5.352767092E1,4.480603454E1,2.047611444E1,1.244445256E2,1.689025269E2,3.400000036E-1,0.000000000E0,3.455974650E-2,3.790092468E0,2.500000000E0,1.700000000E1
5.452727612E1,4.480603440E1,2.047611362E1,1.245949765E2,1.690529785E2,0.000000000E0,NaN,3.467173973E-2,3.790092468E0,2.500000000E0,1.700000000E1
5.552753248E1,4.480603395E1,2.047611235E1,1.247235151E2,1.691815186E2,0.000000000E0,NaN,3.490755637E-2,3.790092468E0,2.500000000E0,1.800000000E1
5.652754191E1,4.480603602E1,2.047611300E1,1.249433651E2,1.694013672E2,0.000000000E0,NaN,3.496855742E-2,3.790092468E0,2.500000000E0,1.800000000E1
5.752803482E1,4.480603607E1,2.047611223E1,1.251406300E2,1.695986328E2,3.700000048E-1,0.000000000E0,3.517825935E-2,3.790092468E0,2.500000000E0,1.800000000E1
5.852738477E1,4.480603795E1,2.047611244E1,1.257702085E2,1.702282104E2,0.000000000E0,NaN,3.527390451E-2,3.790092468E0,2.500000000E0,1.800000000E1
5.952802680E1,4.480603859E1,2.047611325E1,1.258941109E2,1.703521118E2,0.000000000E0,NaN,3.555015794E-2,3.790092468E0,2.500000000E0,1.700000000E1
6.052716347E1,4.480603809E1,2.047611668E1,1.261063332E2,1.705643311E2,0.000000000E0,NaN,3.584785614E-2,3.790092468E0,2.500000000E0,1.800000000E1
6.152794888E1,4.480603865E1,2.047612037E1,1.262121109E2,1.706701050E2,0.000000000E0,NaN,3.597218812E-2,3.790092468E0,2.500000000E0,1.800000000E1
6.252715487E1,4.480603919E1,2.047612175E1,1.261560211E2,1.706140137E2,0.000000000E0,NaN,3.603535319E-2,3.790092468E0,2.500000000E0,1.800000000E1
6.352728414E1,4.480603969E1,2.047612213E1,1.260836339E2,1.705416260E2,0.000000000E0,NaN,3.609268654E-2,3.790092468E0,2.500000000E0,1.800000000E1
6.452803560E1,4.480603976E1,2.047612141E1,1.259611357E2,1.704191284E2,0.000000000E0,NaN,3.627666094E-2,3.790092468E0,2.500000000E0,1.800000000E1
6.552766904E1,4.480604139E1,2.047612101E1,1.260363312E2,1.704943237E2,0.000000000E0,NaN,3.644351120E-2,9.935046196E0,2.500000000E0,1.800000000E1
6.652744242E1,4.480604288E1,2.047612126E1,1.259428871E2,1.704008789E2,0.000000000E0,NaN,3.652591630E-2,9.935046196E0,2.500000000E0,1.800000000E1
6.752715977E1,4.480604361E1,2.047612144E1,1.259068768E2,1.703648682E2,0.000000000E0,NaN,3.657001552E-2,9.935046196E0,2.500000000E0,1.900000000E1
6.852777164E1,4.480604399E1,2.047612160E1,1.258906417E2,1.703486328E2,0.000000000E0,NaN,3.658814316E-2,9.935046196E0,2.500000000E0,1.900000000E1
6.952803279E1,4.480604414E1,2.047612151E1,1.258578658E2,1.703158569E2,0.000000000E0,NaN,3.659847523E-2,9.935046196E0,2.500000000E0,1.900000000E1
7.052772398E1,4.480604420E1,2.047612141E1,1.258620161E2,1.703200073E2,0.000000000E0,NaN,3.660488382E-2,9.935046196E0,2.500000000E0,1.800000000E1
7.152749883E1,4.480604421E1,2.047612133E1,1.258618329E2,1.703198242E2,0.000000000E0,NaN,3.667106031E-2,9.935046196E0,2.500000000E0,1.800000000E1
7.252769586E1,4.480604480E1,2.047612122E1,1.259627852E2,1.704207764E2,0.000000000E0,NaN,3.670533900E-2,9.935046196E0,2.500000000E0,1.800000000E1
7.352784560E1,4.480604510E1,2.047612112E1,1.259887862E2,1.704467773E2,0.000000000E0,NaN,3.688032672E-2,9.935046196E0,2.500000000E0,1.900000000E1
7.452752789E1,4.480604380E1,2.047611987E1,1.258958890E2,1.703538818E2,1.500000060E-1,0.000000000E0,3.697447795E-2,9.935046196E0,2.500000000E0,1.900000000E1
7.552771716E1,4.480604306E1,2.047612045E1,1.258707428E2,1.703287354E2,0.000000000E0,NaN,3.708499256E-2,9.935046196E0,2.500000000E0,1.900000000E1
7.652750143E1,4.480604214E1,2.047611992E1,1.259089500E2,1.703669434E2,0.000000000E0,NaN,3.723313281E-2,9.935046196E0,2.500000000E0,1.900000000E1
7.752727820E1,4.480604088E1,2.047611931E1,1.257539197E2,1.702119141E2,0.000000000E0,NaN,3.732006215E-2,9.935046196E0,2.500000000E0,1.900000000E1
7.852802627E1,4.480604035E1,2.047611850E1,1.257231570E2,1.701811523E2,0.000000000E0,NaN,3.745037096E-2,9.935046196E0,2.500000000E0,1.900000000E1
7.952780247E1,4.480603956E1,2.047611728E1,1.256785389E2,1.701365356E2,0.000000000E0,NaN,3.747932466E-2,9.935046196E0,2.500000000E0,1.900000000E1
8.052796393E1,4.480603930E1,2.047611730E1,1.255569568E2,1.700149536E2,0.000000000E0,NaN,3.748746019E-2,9.935046196E0,2.500000000E0,1.900000000E1
8.152785424E1,4.480603937E1,2.047611727E1,1.253990588E2,1.698570557E2,0.000000000E0,NaN,3.753919575E-2,9.935046196E0,2.500000000E0,1.600000000E1
8.252795361E1,4.480603978E1,2.047611758E1,1.253448600E2,1.698028564E2,0.000000000E0,NaN,3.755852867E-2,9.935046196E0,2.500000000E0,1.500000000E1
8.352715721E1,4.480603984E1,2.047611735E1,1.253525503E2,1.698105469E2,0.000000000E0,NaN,3.756796742E-2,9.935046196E0,2.500000000E0,1.600000000E1
8.452845346E1,4.480603992E1,2.047611731E1,1.253569448E2,1.698149414E2,0.000000000E0,NaN,3.758747059E-2,9.935046196E0,2.500000000E0,1.500000000E1
8.552870252E1,4.480603984E1,2.047611709E1,1.253924060E2,1.698504028E2,0.000000000E0,NaN,3.759351314E-2,9.935046196E0,2.500000000E0,1.500000000E1
8.652779148E1,4.480603989E1,2.047611706E1,1.254093737E2,1.698673706E2,0.000000000E0,NaN,3.759573704E-2,9.935046196E0,2.500000000E0,1.600000000E1
8.752849768E1,4.480603991E1,2.047611706E1,1.254129748E2,1.698709717E2,0.000000000E0,NaN,3.759684899E-2,9.935046196E0,2.500000000E0,1.500000000E1
8.852727825E1,4.480603992E1,2.047611706E1,1.254149890E2,1.698729858E2,0.000000000E0,NaN,3.759907289E-2,9.935046196E0,2.500000000E0,1.600000000E1
8.952781299E1,4.480603994E1,2.047611706E1,1.254132190E2,1.698712158E2,0.000000000E0,NaN,3.760018483E-2,9.935046196E0,2.500000000E0,1.600000000E1
9.052896455E1,4.480603995E1,2.047611706E1,1.254130359E2,1.698710327E2,0.000000000E0,NaN,3.760097376E-2,9.935046196E0,2.500000000E0,1.500000000E1
9.152885408E1,4.480603995E1,2.047611707E1,1.254139514E2,1.698719482E2,0.000000000E0,NaN,3.760233715E-2,9.935046196E0,2.500000000E0,1.600000000E1
9.252744929E1,4.480603996E1,2.047611706E1,1.254123645E2,1.698703613E2,0.000000000E0,NaN,3.760391500E-2,9.935046196E0,2.500000000E0,1.400000000E1
9.352751918E1,4.480603996E1,2.047611704E1,1.254096789E2,1.698676758E2,0.000000000E0,NaN,3.760391500E-2,9.935046196E0,2.500000000E0,1.400000000E1
9.452728522E1,4.480603996E1,2.047611704E1,1.254098010E2,1.698677979E2,0.000000000E0,NaN,3.760527839E-2,9.935046196E0,2.500000000E0,1.300000000E1
9.552730606E1,4.480603997E1,2.047611705E1,1.254098620E2,1.698678589E2,0.000000000E0,NaN,3.760720868E-2,9.935046196E0,2.500000000E0,1.500000000E1
9.652716850E1,4.480603996E1,2.047611703E1,1.254101672E2,1.698681641E2,0.000000000E0,NaN,3.760720868E-2,9.935046196E0,2.500000000E0,1.400000000E1
9.752789210E1,4.480603996E1,2.047611703E1,1.254098620E2,1.698678589E2,0.000000000E0,NaN,3.760720868E-2,9.935046196E0,2.500000000E0,1.400000000E1
9.852754731E1,4.480603996E1,2.047611703E1,1.254093127E2,1.698673096E2,0.000000000E0,NaN,3.761063655E-2,9.935046196E0,2.500000000E0,1.700000000E1
9.952787267E1,4.480603999E1,2.047611704E1,1.254105334E2,1.698685303E2,0.000000000E0,NaN,3.761406442E-2,9.935046196E0,2.500000000E0,1.500000000E1
1.005275266E2,4.480604002E1,2.047611703E1,1.254202991E2,1.698782959E2,0.000000000E0,NaN,3.761775461E-2,1.000979805E1,2.500000000E0,1.700000000E1
1.015278086E2,4.480604005E1,2.047611705E1,1.254179187E2,1.698759155E2,0.000000000E0,NaN,3.761911800E-2,1.023961067E1,2.833565712E0,1.400000000E1
1.025286216E2,4.480604006E1,2.047611706E1,1.254184070E2,1.698764038E2,0.000000000E0,NaN,3.762069584E-2,1.051663494E1,3.386766672E0,7.000000000E0
1.035285564E2,4.480604006E1,2.047611708E1,1.254190784E2,1.698770752E2,0.000000000E0,NaN,3.762180779E-2,1.087425709E1,3.900703907E0,1.400000000E1
1.045272625E2,4.480604007E1,2.047611708E1,1.254184070E2,1.698764038E2,0.000000000E0,NaN,3.763645561E-2,1.066295147E1,3.642422438E0,1.500000000E1
1.055274529E2,4.480604020E1,2.047611705E1,1.254339100E2,1.698919067E2,0.000000000E0,NaN,3.764117498E-2,1.050290012E1,3.313467741E0,1.500000000E1
1.065274782E2,4.480604024E1,2.047611703E1,1.254365345E2,1.698945312E2,0.000000000E0,NaN,3.764452085E-2,1.042867374E1,3.066159010E0,1.700000000E1
1.075274374E2,4.480604025E1,2.047611699E1,1.254393421E2,1.698973389E2,0.000000000E0,NaN,3.905876100E-2,1.030415058E1,2.768285751E0,1.700000000E1
1.085275014E2,4.480604307E1,2.047609951E1,1.250674391E2,1.695254517E2,2.319999933E0,2.817000122E2,4.083553040E-2,1.019216537E1,2.709596395E0,1.700000000E1
1.095271329E2,4.480605209E1,2.047608092E1,1.251470144E2,1.696050415E2,2.009999990E0,2.876000061E2,4.300592980E-2,9.935046196E0,2.500000000E0,1.600000000E1
1.105273607E2,4.480606690E1,2.047606300E1,1.249793998E2,1.694374390E2,2.329999924E0,2.982000122E2,4.562887634E-2,9.935046196E0,2.500000000E0,1.500000000E1
1.115274781E2,4.480608437E1,2.047604066E1,1.242295677E2,1.686876221E2,2.769999981E0,3.020000000E2,4.893622872E-2,9.935046196E0,2.500000000E0,1.500000000E1
1.125275020E2,4.480610464E1,2.047600998E1,1.239724043E2,1.684304810E2,3.660000086E0,3.027999878E2,5.217176286E-2,9.935046196E0,2.500000000E0,1.600000000E1
1.135276269E2,4.480612530E1,2.047598110E1,1.233680748E2,1.678261719E2,2.869999886E0,3.072999878E2,5.603735939E-2,9.935046196E0,2.500000000E0,1.600000000E1
1.145276221E2,4.480614748E1,2.047594337E1,1.234132125E2,1.678713379E2,4.510000229E0,3.008999939E2,5.987841690E-2,9.935046196E0,2.500000000E0,1.600000000E1
1.155280392E2,4.480616704E1,2.047590324E1,1.232198826E2,1.676780396E2,3.650000095E0,2.996000061E2,6.328344733E-2,9.935046196E0,2.500000000E0,1.600000000E1
1.165279064E2,4.480618483E1,2.047586811E1,1.233388738E2,1.677970581E2,3.309999943E0,2.996000061E2,6.664662114E-2,9.935046196E0,2.500000000E0,1.600000000E1
1.175285130E2,4.480620396E1,2.047583509E1,1.231185730E2,1.675767822E2,3.450000048E0,3.030000000E2,6.958435334E-2,9.935046196E0,2.500000000E0,1.500000000E1
1.185277543E2,4.480622069E1,2.047580627E1,1.234800015E2,1.679382324E2,2.559999943E0,3.002000122E2,7.172060736E-2,9.935046196E0,2.500000000E0,1.600000000E1
1.195277234E2,4.480623221E1,2.047578460E1,1.234254194E2,1.678836670E2,1.720000029E0,3.012000122E2,7.351434472E-2,9.935046196E0,2.500000000E0,1.700000000E1
1.205274656E2,4.480624381E1,2.047576880E1,1.233904962E2,1.678487549E2,1.889999986E0,3.111000061E2,7.425524509E-2,9.935046196E0,2.500000000E0,1.600000000E1
1.215290427E2,4.480624893E1,2.047576279E1,1.230772598E2,1.675355225E2,6.000000238E-1,3.111000061E2,7.450682802E-2,9.935046196E0,2.500000000E0,1.800000000E1
1.225290308E2,4.480625023E1,2.047576018E1,1.232939326E2,1.677521973E2,5.199999809E-1,3.111000061E2,7.481257256E-2,9.935046196E0,2.500000000E0,1.700000000E1
1.235280446E2,4.480625130E1,2.047575661E1,1.232677454E2,1.677260132E2,5.199999809E-1,3.111000061E2,7.608083039E-2,9.935046196E0,2.500000000E0,1.900000000E1
1.245283642E2,4.480625662E1,2.047574239E1,1.225725433E2,1.670308228E2,1.860000014E0,2.987000122E2,7.830793423E-2,9.935046196E0,2.500000000E0,1.900000000E1
1.255271999E2,4.480626705E1,2.047571829E1,1.227493427E2,1.672076416E2,2.640000105E0,3.010000000E2,8.071256061E-2,9.935046196E0,2.500000000E0,1.900000000E1
1.265274428E2,4.480628001E1,2.047569389E1,1.230137282E2,1.674720459E2,2.250000000E0,2.991000061E2,8.335369641E-2,3.790092468E0,2.500000000E0,2.000000000E1
1.275275132E2,4.480629075E1,2.047566403E1,1.227633372E2,1.672216797E2,2.880000114E0,2.902999878E2,8.658190656E-2,3.790092468E0,2.500000000E0,2.200000000E1
1.285270571E2,4.480629395E1,2.047562336E1,1.230646911E2,1.675230713E2,3.799999952E0,2.695000000E2,9.016019314E-2,3.790092468E0,2.500000000E0,2.400000000E1
1.295271546E2,4.480628802E1,2.047557878E1,1.233442484E2,1.678026733E2,3.559999943E0,2.583999939E2,9.596663966E-2,3.790092468E0,2.500000000E0,2.500000000E1
1.305277174E2,4.480623816E1,2.047555691E1,1.236003137E2,1.680587769E2,5.400000095E0,2.113999939E2,1.005413894E-1,3.790092468E0,2.500000000E0,2.300000000E1
1.315274688E2,4.480620492E1,2.047552274E1,1.240392953E2,1.684978027E2,4.699999809E0,2.121000061E2,1.051717507E-1,3.790092468E0,2.500000000E0,2.500000000E1
1.325274949E2,4.480616775E1,2.047549628E1,1.246553460E2,1.691138916E2,5.369999886E0,2.033000031E2,1.093644090E-1,3.790092468E0,2.500000000E0,2.400000000E1
1.335273247E2,4.480613519E1,2.047546948E1,1.247088979E2,1.691674805E2,4.389999866E0,2.081000061E2,1.146003082E-1,3.790092468E0,2.500000000E0,2.500000000E1
1.345280259E2,4.480609434E1,2.047543647E1,1.247251485E2,1.691837769E2,4.769999981E0,2.121000061E2,1.187656644E-1,3.790092468E0,2.500000000E0,2.400000000E1
1.355280459E2,4.480606441E1,2.047540472E1,1.255327859E2,1.699914551E2,4.630000114E0,2.153000031E2,1.228613562E-1,3.790092468E0,2.500000000E0,2.400000000E1
1.365273355E2,4.480603709E1,2.047536990E1,1.254759804E2,1.699346924E2,4.179999828E0,2.190000000E2,1.267325544E-1,3.790092468E0,2.500000000E0,2.300000000E1
1.375279074E2,4.480600723E1,2.047534467E1,1.250112242E2,1.694699707E2,3.740000010E0,2.161000061E2,1.314888496E-1,3.790092468E0,2.500000000E0,2.200000000E1
1.385278264E2,4.480597920E1,2.047529913E1,1.251056534E2,1.695644531E2,4.190000057E0,2.256000061E2,1.355104832E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.395270360E2,4.480595495E1,2.047526131E1,1.256661557E2,1.701250000E2,3.700000048E0,2.225000000E2,1.390906405E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.405283854E2,4.480593137E1,2.047523041E1,1.259220993E2,1.703809814E2,3.349999905E0,2.181999969E2,1.417329190E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.415287058E2,4.480591232E1,2.047521039E1,1.260043490E2,1.704632568E2,2.230000019E0,2.108000031E2,1.439175990E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.425279244E2,4.480589636E1,2.047519424E1,1.265271551E2,1.709860840E2,2.009999990E0,2.143999939E2,1.458615890E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.435290127E2,4.480588167E1,2.047518088E1,1.270115122E2,1.714704590E2,1.799999952E0,2.126999969E2,1.477475116E-1,3.790092468E0,2.500000000E0,2.000000000E1
1.445276912E2,4.480586727E1,2.047516825E1,1.271092735E2,1.715682373E2,1.870000005E0,2.103999939E2,1.499656574E-1,3.790092468E0,2.500000000E0,2.100000000E1
1.455280525E2,4.480584956E1,2.047515531E1,1.275148946E2,1.719738770E2,2.160000086E0,2.085000000E2,1.523575327E-1,3.790092468E0,2.500000000E0,2.300000000E1
1.465290338E2,4.480583070E1,2.047514073E1,1.281280332E2,1.725870361E2,2.349999905E0,2.080000000E2,1.542922824E-1,3.790092468E0,2.500000000E0,2.100000000E1
1.475271700E2,4.480581465E1,2.047513126E1,1.282938511E2,1.727528687E2,1.690000057E0,2.133999939E2,1.561984820E-1,3.790092468E0,2.500000000E0,2.400000000E1
1.485273457E2,4.480579919E1,2.047512082E1,1.279857303E2,1.724447632E2,1.879999995E0,2.141999969E2,1.579770224E-1,3.790092468E0,2.500000000E0,2.600000000E1
1.495276738E2,4.480578501E1,2.047511039E1,1.277275977E2,1.721866455E2,1.600000024E0,2.063999939E2,1.594844817E-1,3.790092468E0,2.500000000E0,2.700000000E1
1.505278282E2,4.480577265E1,2.047510254E1,1.277075053E2,1.721665649E2,1.360000014E0,2.156999969E2,1.610362608E-1,3.790092468E0,2.500000000E0,2.600000000E1
1.515273441E2,4.480576055E1,2.047509274E1,1.276426724E2,1.721017456E2,1.429999948E0,2.116000061E2,1.611191474E-1,3.790092468E0,2.500000000E0,2.700000000E1
1.525278577E2,4.480575984E1,2.047509306E1,1.283193692E2,1.727784424E2,0.000000000E0,NaN,1.617481605E-1,3.790092468E0,2.500000000E0,2.600000000E1
1.535271768E2,4.480575473E1,2.047508964E1,1.283357216E2,1.727947998E2,4.399999976E-1,2.120000000E2,1.630453146E-1,3.790092468E0,2.500000000E0,2.500000000E1
1.545277301E2,4.480574378E1,2.047508397E1,1.275709418E2,1.720300293E2,1.049999952E0,1.973000031E2,1.649648556E-1,3.790092468E0,2.723816395E0,2.800000000E1
1.555270402E2,4.480572777E1,2.047507487E1,1.257642869E2,1.702233887E2,1.070000052E0,1.958000031E2,1.679226685E-1,3.790092468E0,2.876828671E0,2.800000000E1
1.565273094E2,4.480570255E1,2.047506295E1,1.256595304E2,1.701186523E2,2.700000048E0,1.795000000E2,1.708532735E-1,3.790092468E0,2.976497889E0,2.800000000E1
1.575278223E2,4.480567646E1,2.047505769E1,1.235865183E2,1.680456543E2,2.160000086E0,1.783000031E2,1.731914072E-1,3.790092468E0,3.019495010E0,2.700000000E1
1.585271907E2,4.480565550E1,2.047505532E1,1.233101415E2,1.677692871E2,1.870000005E0,1.901999969E2,1.746521009E-1,3.790092468E0,2.989180803E0,2.500000000E1
1.595276955E2,4.480564274E1,2.047505972E1,1.232099215E2,1.676690674E2,7.599999905E-1,1.846000061E2,1.753751643E-1,3.790092468E0,3.383630037E0,2.700000000E1
