ts_utc,lat,lon,channel,name,unit,value,status
2026-07-02T13:42:25.250+00:00,,,100,road_surface_temp,degC,26.424345016479492,0
2026-07-02T13:42:25.250+00:00,,,110,ambient_temp,degC,25.50275421142578,0
2026-07-02T13:42:25.250+00:00,,,120,dew_point_temp,degC,20.52828025817871,0
2026-07-02T13:42:25.250+00:00,,,200,rel_humidity_at_road_temp,%,70.08837127685547,0
2026-07-02T13:42:25.250+00:00,,,600,water_film_height,um,944.1671142578125,0
2026-07-02T13:42:25.250+00:00,,,601,water_film_surface,um,428.58758544921875,0
2026-07-02T13:42:25.250+00:00,,,612,snow_height,mm,0.0,0
2026-07-02T13:42:25.250+00:00,,,800,ice_percentage,%,0.0,0
2026-07-02T13:42:25.250+00:00,,,820,friction,,0.6645770072937012,0
2026-07-02T13:42:25.250+00:00,,,900,road_condition,code,2,0
2026-07-02T13:42:25.250+00:00,,,4000,device_status,bitfield,0,0
2026-07-02T13:42:25.250+00:00,,,4001,measurement_status,bitfield,0,0
2026-07-02T13:42:25.250+00:00,,,4040,bt_signal_strength,dBm,0,0
2026-07-02T13:42:25.250+00:00,,,4041,bt_link_quality,%,100,0
2026-07-02T13:42:26.252+00:00,,,100,road_surface_temp,degC,26.743812561035156,0
2026-07-02T13:42:26.252+00:00,,,110,ambient_temp,degC,25.514801025390625,0
2026-07-02T13:42:26.252+00:00,,,120,dew_point_temp,degC,20.5412540435791,0
2026-07-02T13:42:26.252+00:00,,,200,rel_humidity_at_road_temp,%,68.83707427978516,0
2026-07-02T13:42:26.252+00:00,,,600,water_film_height,um,903.0374755859375,0
2026-07-02T13:42:26.252+00:00,,,601,water_film_surface,um,398.4374084472656,0
2026-07-02T13:42:26.252+00:00,,,612,snow_height,mm,0.0,0
2026-07-02T13:42:26.252+00:00,,,800,ice_percentage,%,0.0,0
2026-07-02T13:42:26.252+00:00,,,820,friction,,0.6716985702514648,0
2026-07-02T13:42:26.252+00:00,,,900,road_condition,code,2,0
2026-07-02T13:42:26.252+00:00,,,4000,device_status,bitfield,0,0
2026-07-02T13:42:26.252+00:00,,,4001,measurement_status,bitfield,0,0
2026-07-02T13:42:26.252+00:00,,,4040,bt_signal_strength,dBm,0,0
